,Title,Location,Price,Link,Company,date,Meta Data
51,"Class A CDL Drivers & Owner Ops - LOCAL, Regional & OTR - Sign On!",,$0,https://grandrapids.craigslist.org/trp/d/grand-rapids-class-cdl-drivers-owner/7712693276.html,,2024-01-30 11:42,[]
52,"⛟⛟⛟ CDL-A OTR FLATBED DRIVERS/$2,300 weekly average","                       Pittsburgh, PA                   ",$0,https://oklahomacity.craigslist.org/trp/d/oakdale-cdl-otr-flatbed-drivers-2300/7712692881.html,":""SNM Logistics, LLC"",""@type"":""Organization""",2024-01-30 10:41,"""description"":""<b><font color=\""RED\""><font size=\""5\""> Now Hiring Experienced Flatbed  OTR CDL-A Drivers! </font></font></b><br>\n                                             -------------------------------------------------------------------------------------------------------<br>\n<br>\n<font size=\""4\"">SNM Logistics, a family owned flatbed trucking company specializing in LTL hauls, is looking for new drivers to join our team! We pay top dollar for experienced drivers with good DOT Safety records!<br>\nWe are located in the Pittsburgh, PA area but we hire in all 48 states\n </font><br>\n<br>\n<b><font color=\""BLUE\""> <font size=\""6\""> Apply today at https://gosnmlogistics.com/ or https://intelliapp.driverapponline.com/c/1658815  </font></font></b>\n<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Benefits:</font></font></b><br>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\"">\n\n•\t  $1,000 Sign-on Bonus! <br>\n•\t Percentage pay<br>\n•\t OTR drivers make $2,300 on average/ week <br>\n•\tTrucks – Volvo automatic 2022 – 2024,  53’ step deck trailers<br>\n•\t OTR drivers 3-4 weeks on the road, 4-7 days home <br>\n•\tWeekly pays (Direct deposited)<br>\n•\tOccupational Accident Insurance <br>\n•\tPre-Pass, Fuel Card to keep you on the go<br>\n•\tBonuses for No Violation DOT inspections<br>\n•\tCash Advances <br>\n•\tNo NYC, Canada or Mexico<br>\n•\tDriver referral bonus program<br>\n•\tPet Policy<br>\n•\tPassenger Program <br>\n•\t1099 Position<br>\n\n</font>\n<br>\n<b><font color=\""blue\""><font size=\""4\"">Qualifications:</font></font></b><br></font>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\""></font>\n<font size=\""4\"">•   Must have current CDL-A and be 23 years of age <br></font>\n<font size=\""4\"">•\t24 months of CDL, 12 months of flatbed experience <br></font>\n<font size=\""4\"">•\tNo DWIs in the past 5 years<br></font>\n<font size=\""4\"">•\tMust be eligible to be employed in the United States <br></font>\n<br>\n\n<b><font color=\""RED\""><font size=\""4\"">Accommodation fees, traveling costs, drug tests are covered for all applicable candidates<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Start driving with SNM Logistics today! \n<br></font>\n<br>\n<font size=\""4\""><font color=\""BLACK\"">Call us today 412-843-0976 Lana</font></font></font></b><br> </font></font></b></font></b></b>\n"",""datePosted"":""2024-01-30T16:41:47+0000"",""hiringOrganization"":""name"":""SNM Logistics, LLC"",""@type"":""Organization""},""validThrough"":""2024-02-29"",""jobLocation"":""address"":""postalCode"":""15071"",""@type"":""PostalAddress"",""addressCountry"":""US"",""streetAddress"":"""",""addressLocality"":""Oakdale"",""addressRegion"":""PA""},""@type"":""Place"",""geo"":""latitude"":""40.403300"",""longitude"":""-80.184200"",""@type"":""GeoCoordinates""}},""employmentType"":""FULL_TIME"",""@context"":""http://schema.org"",""title"":""CDL-A Flatbed driver"",""@type"":""JobPosting""}"
53,"⛟⛟⛟ CDL-A OTR FLATBED DRIVERS/ $2,300 weekly average","                       Pittsburgh, PA                   ",$0,https://neworleans.craigslist.org/trp/d/oakdale-cdl-otr-flatbed-drivers-2300/7712692173.html,":""SNM LOGISTICS LLC""",2024-01-30 10:40,"""title"":""CDL-A Flatbed driver"",""validThrough"":""2024-02-29"",""description"":""<b><font color=\""RED\""><font size=\""5\""> Now Hiring Experienced Flatbed  OTR CDL-A Drivers! </font></font></b><br>\n                                             -------------------------------------------------------------------------------------------------------<br>\n<br>\n<font size=\""4\"">SNM Logistics, a family owned flatbed trucking company specializing in LTL hauls, is looking for new drivers to join our team! We pay top dollar for experienced drivers with good DOT Safety records!<br>\nWe are located in the Pittsburgh, PA area but we hire in all 48 states\n </font><br>\n<br>\n<b><font color=\""BLUE\""> <font size=\""6\""> Apply today at https://gosnmlogistics.com/ or https://intelliapp.driverapponline.com/c/1658815  </font></font></b>\n<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Benefits:</font></font></b><br>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\"">\n\n•\t  $1,000 Sign-on Bonus! <br>\n•\t Percentage pay<br>\n•\t OTR drivers make $2,300 on average per week <br>\n•\tTrucks – Volvo automatics 2022 – 2024; Trailers- 53’ step decks<br>\n•\t OTR drivers 3-4 weeks on the road, 4-7 days home <br>\n•\tWeekly pays (Direct deposited)<br>\n•\tOccupational Accident Insurance <br>\n•\tPre-Pass, Fuel Card to keep you on the go<br>\n•\tBonuses for No Violation DOT inspections<br>\n•\tCash Advances <br>\n•\tNo NYC, Canada or Mexico<br>\n•\tDriver referral bonus program<br>\n•\tPet Policy<br>\n•\tPassenger Program <br>\n•\t1099 Position<br>\n\n</font>\n<br>\n<b><font color=\""blue\""><font size=\""4\"">Qualifications:</font></font></b><br></font>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\""></font>\n<font size=\""4\"">•   Must have current CDL-A and be 23 years of age <br></font>\n<font size=\""4\"">•\t24 months of CDL, 12 months of flatbed experience <br></font>\n<font size=\""4\"">•\tNo DWIs in the past 5 years<br></font>\n<font size=\""4\"">•\tMust be eligible to be employed in the United States <br></font>\n<br>\n\n<b><font color=\""RED\""><font size=\""4\"">Accommodation fees, traveling costs, drug tests are covered for all applicable candidates<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Start driving with SNM Logistics today! \n<br></font>\n<br>\n<font size=\""4\""><font color=\""BLACK\"">Call us today 412-843-0976 Lana</font></font></font></b><br> </font></font></b></font></b></b>\n"",""jobLocation"":""geo"":""@type"":""GeoCoordinates"",""longitude"":""-80.184200"",""latitude"":""40.403300""},""address"":""@type"":""PostalAddress"",""postalCode"":""15071"",""addressLocality"":""Oakdale"",""addressCountry"":""US"",""streetAddress"":"""",""addressRegion"":""PA""},""@type"":""Place""},""datePosted"":""2024-01-30T16:40:11+0000"",""@type"":""JobPosting"",""employmentType"":""FULL_TIME"",""@context"":""http://schema.org"",""hiringOrganization"":""@type"":""Organization"",""name"":""SNM LOGISTICS LLC""}}"
54,"⛟⛟⛟ CDL-A OTR FLATBED DRIVERS/ $2,300 weekly average","                       PITTSBURGH, PA                   ",$0,https://swva.craigslist.org/trp/d/oakdale-cdl-otr-flatbed-drivers-2300/7712692034.html,":""SNM LOGISTICS LLC""",2024-01-30 11:39,"""validThrough"":""2024-02-29"",""description"":""<b><font color=\""RED\""><font size=\""5\""> Now Hiring Experienced Flatbed  OTR CDL-A Drivers! </font></font></b><br>\n                                             -------------------------------------------------------------------------------------------------------<br>\n<br>\n<font size=\""4\"">SNM Logistics, a family owned flatbed trucking company specializing in LTL hauls, is looking for new drivers to join our team! We pay top dollar for experienced drivers with good DOT Safety records!<br>\nWe are located in the Pittsburgh, PA area but we hire in all 48 states\n </font><br>\n<br>\n<b><font color=\""BLUE\""> <font size=\""6\""> Apply today at https://gosnmlogistics.com/ or https://intelliapp.driverapponline.com/c/1658815  </font></font></b>\n<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Benefits:</font></font></b><br>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\"">\n\n•\t  $1,000 Sign-on Bonus! <br>\n•\t Percentage pay<br>\n•\t OTR drivers make $2,300 on average per week <br>\n•\tTrucks – Volvo VNL I-shift truck (2022 – 2024 models) and our trailers are 53’ step decks<br>\n•\t OTR drivers 3-4 weeks on the road, 4-7 days home <br>\n•\tWeekly pays (Direct deposited)<br>\n•\tOccupational Accident Insurance <br>\n•\tPre-Pass, Fuel Card to keep you on the go<br>\n•\tBonuses for No Violation DOT inspections<br>\n•\tCash Advances <br>\n•\tNo NYC, Canada or Mexico<br>\n•\tDriver referral bonus program<br>\n•\tPet Policy<br>\n•\tPassenger Program <br>\n•\t1099 Position<br>\n\n</font>\n<br>\n<b><font color=\""blue\""><font size=\""4\"">Qualifications:</font></font></b><br></font>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\""></font>\n<font size=\""4\"">•   Must have current CDL-A and be 23 years of age <br></font>\n<font size=\""4\"">•\t24 months of CDL, 12 months of flatbed experience <br></font>\n<font size=\""4\"">•\tNo DWIs in the past 5 years<br></font>\n<font size=\""4\"">•\tMust be eligible to be employed in the United States <br></font>\n<br>\n\n<b><font color=\""RED\""><font size=\""4\"">Accommodation fees, traveling costs, drug tests are covered for all applicable candidates<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Start driving with SNM Logistics today! \n<br></font>\n<br>\n<font size=\""4\""><font color=\""BLACK\"">Call us today 412-843-0976 Lana</font></font></font></b><br> </font></font></b></font></b></b>\n"",""title"":""CDL-A Flatbed driver"",""datePosted"":""2024-01-30T16:39:51+0000"",""jobLocation"":""address"":""postalCode"":""15071"",""addressLocality"":""Oakdale"",""@type"":""PostalAddress"",""addressCountry"":""US"",""streetAddress"":"""",""addressRegion"":""PA""},""geo"":""@type"":""GeoCoordinates"",""longitude"":""-80.184200"",""latitude"":""40.403300""},""@type"":""Place""},""employmentType"":""FULL_TIME"",""hiringOrganization"":""@type"":""Organization"",""name"":""SNM LOGISTICS LLC""},""@context"":""http://schema.org"",""@type"":""JobPosting""}"
55,"⛟⛟ CDL-A OTR FLATBED DRIVERS/$2,300 weekly average","                       PITTSBURGH, PA                   ",$0,https://montgomery.craigslist.org/trp/d/oakdale-cdl-otr-flatbed-drivers-2300/7712691927.html,":""SNM LOGISTICS LLC""",2024-01-30 10:39,"""title"":""CDL-A Flatbed driver"",""employmentType"":""FULL_TIME"",""validThrough"":""2024-02-29"",""hiringOrganization"":""@type"":""Organization"",""name"":""SNM LOGISTICS LLC""},""@context"":""http://schema.org"",""datePosted"":""2024-01-30T16:39:36+0000"",""@type"":""JobPosting"",""description"":""<b><font color=\""RED\""><font size=\""5\""> Now Hiring Experienced Flatbed  OTR CDL-A Drivers! </font></font></b><br>\n                                             -------------------------------------------------------------------------------------------------------<br>\n<br>\n<font size=\""4\"">SNM Logistics, a family owned flatbed trucking company specializing in LTL hauls, is looking for new drivers to join our team! We pay top dollar for experienced drivers with good DOT Safety records!<br>\nWe are located in the Pittsburgh, PA area but we hire in all 48 states\n </font><br>\n<br>\n<b><font color=\""BLUE\""> <font size=\""6\""> Apply today at https://gosnmlogistics.com/ or https://intelliapp.driverapponline.com/c/1658815  </font></font></b>\n<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Benefits:</font></font></b><br>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\"">\n\n•\t  $1,000 Sign-on Bonus! <br>\n•\t Percentage pay<br>\n•\t OTR drivers make $2,300 on average per week <br>\n•\tTrucks – Volvo automatics 2022– 2024 ; Trailers - 53’ step decks<br>\n•\t OTR drivers 3-4 weeks on the road, 4-7 days home <br>\n•\tWeekly pays (Direct deposited)<br>\n•\tOccupational Accident Insurance <br>\n•\tPre-Pass, Fuel Card to keep you on the go<br>\n•\tBonuses for No Violation DOT inspections<br>\n•\tCash Advances <br>\n•\tNo NYC, Canada or Mexico<br>\n•\tDriver referral bonus program<br>\n•\tPet Policy<br>\n•\tPassenger Program <br>\n•\t1099 Position<br>\n\n</font>\n<br>\n<b><font color=\""blue\""><font size=\""4\"">Qualifications:</font></font></b><br></font>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\""></font>\n<font size=\""4\"">•   Must have current CDL-A and be 23 years of age <br></font>\n<font size=\""4\"">•\t24 months of CDL, 12 months of flatbed experience <br></font>\n<font size=\""4\"">•\tNo DWIs in the past 5 years<br></font>\n<font size=\""4\"">•\tMust be eligible to be employed in the United States <br></font>\n<br>\n\n<b><font color=\""RED\""><font size=\""4\"">Accommodation fees, traveling costs, drug tests are covered for all applicable candidates<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Start driving with SNM Logistics today! \n<br></font>\n<br>\n<font size=\""4\""><font color=\""BLACK\"">Call us today 412-843-0976 Lana</font></font></font></b><br> </font></font></b></font></b></b>\n"",""jobLocation"":""address"":""streetAddress"":"""",""addressLocality"":""Oakdale"",""@type"":""PostalAddress"",""addressRegion"":""PA"",""addressCountry"":""US"",""postalCode"":""15071""},""@type"":""Place"",""geo"":""@type"":""GeoCoordinates"",""latitude"":""40.403300"",""longitude"":""-80.184200""}}}"
56,"⛟⛟⛟ CDL-A OTR FLATBED DRIVERS/$2,300 weekly average","                       Pittsburgh, PA                   ",$0,https://louisville.craigslist.org/trp/d/oakdale-cdl-otr-flatbed-drivers-2300/7712691438.html,,2024-01-30 11:38,[]
57,"⛟⛟⛟ CDL-A OTR FLATBED DRIVERS/$2,300 weekly average","                       Pittsburgh, PA                   ",$0,https://pittsburgh.craigslist.org/trp/d/oakdale-cdl-otr-flatbed-drivers-2300/7712691318.html,":""SNM LOGISTICS LLC""",2024-01-30 11:38,"""@context"":""http://schema.org"",""employmentType"":""FULL_TIME"",""datePosted"":""2024-01-30T16:38:07+0000"",""@type"":""JobPosting"",""description"":""<b><font color=\""RED\""><font size=\""5\""> Now Hiring Experienced Flatbed  OTR CDL-A Drivers! </font></font></b><br>\n                                             -------------------------------------------------------------------------------------------------------<br>\n<br>\n<font size=\""4\"">SNM Logistics, a family owned flatbed trucking company specializing in LTL hauls, is looking for new drivers to join our team! We pay top dollar for experienced drivers with good DOT Safety records!<br>\nWe are located in the Pittsburgh, PA area but we hire in all 48 states\n </font><br>\n<br>\n<b><font color=\""BLUE\""> <font size=\""6\""> Apply today at https://gosnmlogistics.com/ or https://intelliapp.driverapponline.com/c/1658815  </font></font></b>\n<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Benefits:</font></font></b><br>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\"">\n\n•\t$1,000 Sign-on Bonus! <br>\n•\tPercentage pay<br>\n•\tOTR drivers make $2,300 on average per week <br>\n•\tTrucks - Volvo 2022 – 2024 models,  trailers - 53’ step decks<br>\n•\tOTR drivers 3-4 weeks on the road, 4-7 days home <br>\n•\tWeekly pays (Direct deposited)<br>\n•\tOccupational Accident Insurance <br>\n•\tPre-Pass, Fuel Card to keep you on the go<br>\n•\tBonuses for No Violation DOT inspections<br>\n•\tCash Advances <br>\n•\tNo NYC, Canada or Mexico<br>\n•\tDriver referral bonus program<br>\n•\tPet Policy<br>\n•\tPassenger Program <br>\n•\t1099 Position<br>\n\n</font>\n<br>\n<b><font color=\""blue\""><font size=\""4\"">Qualifications:</font></font></b><br></font>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\""></font>\n<font size=\""4\"">•   Must have current CDL-A and be 23 years of age <br></font>\n<font size=\""4\"">•\t24 months of CDL, 12 months of flatbed experience <br></font>\n<font size=\""4\"">•\tNo DWIs in the past 5 years<br></font>\n<font size=\""4\"">•\tMust be eligible to be employed in the United States <br></font>\n<br>\n\n<b><font color=\""RED\""><font size=\""4\"">Accommodation fees, traveling costs, drug tests are covered for all applicable candidates<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Start driving with SNM Logistics today! \n<br></font>\n<br>\n<font size=\""4\""><font color=\""BLACK\"">Call us today 412-843-0976 Lana</font></font></font></b><br> </font></font></b></font></b></b>\n"",""jobLocation"":""address"":""addressCountry"":""US"",""@type"":""PostalAddress"",""addressLocality"":""Oakdale"",""postalCode"":""15071"",""addressRegion"":""PA"",""streetAddress"":""""},""geo"":""@type"":""GeoCoordinates"",""longitude"":""-80.184200"",""latitude"":""40.403300""},""@type"":""Place""},""title"":""CDL-A Flatbed driver"",""hiringOrganization"":""@type"":""Organization"",""name"":""SNM LOGISTICS LLC""},""validThrough"":""2024-02-29""}"
58,"⛟⛟⛟ CDL-A OTR FLATBED DRIVERS/ $2,300 weekly average","                       Pittsburgh, PA                   ",$0,https://cleveland.craigslist.org/trp/d/oakdale-cdl-otr-flatbed-drivers-2300/7712691181.html,":""SNM LOGISTICS LLC""",2024-01-30 11:37,"""jobLocation"":""@type"":""Place"",""geo"":""latitude"":""40.403300"",""longitude"":""-80.184200"",""@type"":""GeoCoordinates""},""address"":""@type"":""PostalAddress"",""addressLocality"":""Oakdale"",""postalCode"":""15071"",""addressRegion"":""PA"",""streetAddress"":"""",""addressCountry"":""US""}},""hiringOrganization"":""@type"":""Organization"",""name"":""SNM LOGISTICS LLC""},""title"":""CDL-A Flatbed driver"",""validThrough"":""2024-02-29"",""employmentType"":""FULL_TIME"",""datePosted"":""2024-01-30T16:37:47+0000"",""@type"":""JobPosting"",""description"":""<b><font color=\""RED\""><font size=\""5\""> Now Hiring Experienced Flatbed  OTR CDL-A Drivers! </font></font></b><br>\n                                             -------------------------------------------------------------------------------------------------------<br>\n<br>\n<font size=\""4\"">SNM Logistics, a family owned flatbed trucking company specializing in LTL hauls, is looking for new drivers to join our team! We pay top dollar for experienced drivers with good DOT Safety records!<br>\nWe are located in the Pittsburgh, PA area but we hire in all 48 states\n </font><br>\n<br>\n<b><font color=\""BLUE\""> <font size=\""6\""> Apply today at https://gosnmlogistics.com/ or https://intelliapp.driverapponline.com/c/1658815  </font></font></b>\n<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Benefits:</font></font></b><br>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\"">\n\n•\t  $1,000 Sign-on Bonus! <br>\n•\t Percentage pay<br>\n•\t OTR drivers make $2,300 on average per week <br>\n•\tTrucks - Volvo 2022 – 2024 models,  trailers - 53’ step decks<br>\n•\t OTR drivers 3-4 weeks on the road, 4-7 days home <br>\n•\tWeekly pays (Direct deposited)<br>\n•\tOccupational Accident Insurance <br>\n•\tPre-Pass, Fuel Card to keep you on the go<br>\n•\tBonuses for No Violation DOT inspections<br>\n•\tCash Advances <br>\n•\tNo NYC, Canada or Mexico<br>\n•\tDriver referral bonus program<br>\n•\tPet Policy<br>\n•\tPassenger Program <br>\n•\t1099 Position<br>\n\n</font>\n<br>\n<b><font color=\""blue\""><font size=\""4\"">Qualifications:</font></font></b><br></font>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\""></font>\n<font size=\""4\"">•   Must have current CDL-A and be 23 years of age <br></font>\n<font size=\""4\"">•\t24 months of CDL, 12 months of flatbed experience <br></font>\n<font size=\""4\"">•\tNo DWIs in the past 5 years<br></font>\n<font size=\""4\"">•\tMust be eligible to be employed in the United States <br></font>\n<br>\n\n<b><font color=\""RED\""><font size=\""4\"">Accommodation fees, traveling costs, drug tests are covered for all applicable candidates<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Start driving with SNM Logistics today! \n<br></font>\n<br>\n<font size=\""4\""><font color=\""BLACK\"">Call us today 412-843-0976 Lana</font></font></font></b><br> </font></font></b></font></b></b>\n"",""@context"":""http://schema.org""}"
59,"⛟⛟⛟CDL-A OTR FLATBED DRIVERS/$2,300 weekly average","                       Pittsburgh, PA                   ",$0,https://houston.craigslist.org/trp/d/oakdale-cdl-otr-flatbed-drivers-2300/7712691035.html,":""SNM LOGISTICS LLC""",2024-01-30 10:37,"""title"":""CDL-A Flatbed driver"",""jobLocation"":""geo"":""latitude"":""40.403300"",""longitude"":""-80.184200"",""@type"":""GeoCoordinates""},""address"":""@type"":""PostalAddress"",""addressCountry"":""US"",""postalCode"":""15071"",""streetAddress"":"""",""addressRegion"":""PA"",""addressLocality"":""Oakdale""},""@type"":""Place""},""employmentType"":""FULL_TIME"",""@type"":""JobPosting"",""validThrough"":""2024-02-29"",""description"":""<b><font color=\""RED\""><font size=\""5\""> Now Hiring Experienced Flatbed  OTR CDL-A Drivers! </font></font></b><br>\n                                             -------------------------------------------------------------------------------------------------------<br>\n<br>\n<font size=\""4\"">SNM Logistics, a family owned flatbed trucking company specializing in LTL hauls, is looking for new drivers to join our team! We pay top dollar for experienced drivers with good DOT Safety records!<br>\nWe are located in the Pittsburgh, PA area but we hire in all 48 states\n </font><br>\n<br>\n<b><font color=\""BLUE\""> <font size=\""6\""> Apply today at https://gosnmlogistics.com/ or https://intelliapp.driverapponline.com/c/1658815  </font></font></b>\n<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Benefits:</font></font></b><br>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\"">\n\n•\t $1,000 Sign-on Bonus! <br>\n•\t Percentage pay<br>\n•\t OTR drivers make $2,300 average/ week <br>\n•\tTrucks - Volvo 2022 – 2024 models,  trailers - 53’ step decks<br>\n•\t OTR drivers 3-4 weeks on the road, 4-7 days home <br>\n•\tWeekly pays (Direct deposited)<br>\n•\tOccupational Accident Insurance <br>\n•\tPre-Pass, Fuel Card to keep you on the go<br>\n•\tBonuses for No Violation DOT inspections<br>\n•\tCash Advances <br>\n•\tNo NYC, Canada or Mexico<br>\n•\tDriver referral bonus program<br>\n•\tPet Policy<br>\n•\tPassenger Program <br>\n•\t1099 Position<br>\n\n</font>\n<br>\n<b><font color=\""blue\""><font size=\""4\"">Qualifications:</font></font></b><br></font>\n<br>\n<b><font color=\""BLACK\""><font size=\""4\""></font>\n<font size=\""4\"">•   Must have current CDL-A and be 23 years of age <br></font>\n<font size=\""4\"">•\t24 months of CDL, 12 months of flatbed experience <br></font>\n<font size=\""4\"">•\tNo DWIs in the past 5 years<br></font>\n<font size=\""4\"">•\tMust be eligible to be employed in the United States <br></font>\n<br>\n\n<b><font color=\""RED\""><font size=\""4\"">Accommodation fees, traveling costs, drug tests are covered for all applicable candidates<br>\n<br>\n<b><font color=\""BLUE\""><font size=\""4\"">Start driving with SNM Logistics today! \n<br></font>\n<br>\n<font size=\""4\""><font color=\""BLACK\"">Call us today 412-843-0976 Lana</font></font></font></b><br> </font></font></b></font></b></b>\n"",""hiringOrganization"":""@type"":""Organization"",""name"":""SNM LOGISTICS LLC""},""@context"":""http://schema.org"",""datePosted"":""2024-01-30T16:37:27+0000""}"
60,OTR CDL A Driver Wanted  🚚     💵💵 SIGN ON BONUS INCLUDED 💵,"                       Warren, MI                   ",$0,https://detroit.craigslist.org/wyn/trp/d/warren-otr-cdl-driver-wanted-sign-on/7712672648.html,,2024-01-30 10:53,[]
61,CDL A Company Driver Job - RTI,,$0,https://cincinnati.craigslist.org/trp/d/cincinnati-cdl-company-driver-job-rti/7712671033.html,":""RTI""",2024-01-30 10:48,"""jobLocation"":""address"":""addressLocality"":""Cincinnati"",""@type"":""PostalAddress"",""postalCode"":""45203"",""addressRegion"":""OH"",""streetAddress"":"""",""addressCountry"":""US""},""@type"":""Place"",""geo"":""latitude"":""39.100651"",""@type"":""GeoCoordinates"",""longitude"":""-84.523315""}},""employmentType"":""FULL_TIME"",""hiringOrganization"":""@type"":""Organization"",""name"":""RTI""},""@type"":""JobPosting"",""description"":""Now Hiring Company Drivers near You!<br>\n<br>\nCall: 913-653-0264<br>\n<br>\nRTI Truck Driving Job Benefits:<br>\n<br>\n-Consistent Home Time<br>\n-$1,400-$1,700 Avg. Weekly Pay<br>\n-Pets &amp; Passengers Welcome<br>\n-Medical, Dental, and Vision Insurance<br>\n-401k<br>\n-Paid Holidays and Paid Time Off for W-2 Company Drivers<br>\n-Short and Long Term Disability<br>\n-Pet and Passenger Policy<br>\n-$5,000 Sign-On Bonus (Lease Purchase Only)<br>\n<br>\nCall: 913-653-0264<br>\n<br>\nRTI Truck Driving Job Requirements:<br>\n<br>\n-Must have valid Class A CDL<br>\n-Must be 22 years of age or older<br>\n-Minimum 12 months of regional or OTR experience within the last 24 months required<br>\n<br>\nCall: 913-653-0264<br>\n<br>\nOr Apply at: https://www.drive-rti.com/otr?utm_source=Other&amp;utm_medium=c43&amp;utm_acode=a5&amp;ph=913-653-0264<br>\n<br>\n<br>\n"",""title"":""CDL A Company Driver Job"",""@context"":""http://schema.org"",""datePosted"":""2024-01-30T15:48:54+0000"",""validThrough"":""2024-02-29""}"
62,CDL A Company Driver Job - RTI,,$0,https://kansascity.craigslist.org/trp/d/kansas-city-cdl-company-driver-job-rti/7712670862.html,":""RTI""",2024-01-30 09:48,"""validThrough"":""2024-02-29"",""description"":""Now Hiring Company Drivers near You!<br>\n<br>\nCall: 913-653-0264<br>\n<br>\nRTI Truck Driving Job Benefits:<br>\n<br>\n-Consistent Home Time<br>\n-$1,400-$1,700 Avg. Weekly Pay<br>\n-Pets &amp; Passengers Welcome<br>\n-Medical, Dental, and Vision Insurance<br>\n-401k<br>\n-Paid Holidays and Paid Time Off for W-2 Company Drivers<br>\n-Short and Long Term Disability<br>\n-Pet and Passenger Policy<br>\n-$5,000 Sign-On Bonus (Lease Purchase Only)<br>\n<br>\nCall: 913-653-0264<br>\n<br>\nRTI Truck Driving Job Requirements:<br>\n<br>\n-Must have valid Class A CDL<br>\n-Must be 22 years of age or older<br>\n-Minimum 12 months of regional or OTR experience within the last 24 months required<br>\n<br>\nCall: 913-653-0264<br>\n<br>\nOr Apply at: https://www.drive-rti.com/otr?utm_source=Other&amp;utm_medium=c43&amp;utm_acode=a5&amp;ph=913-653-0264<br>\n"",""title"":""CDL A Company Driver Job"",""datePosted"":""2024-01-30T15:48:20+0000"",""jobLocation"":""address"":""@type"":""PostalAddress"",""postalCode"":""66106"",""addressLocality"":""Kansas City"",""addressCountry"":""US"",""streetAddress"":"""",""addressRegion"":""KS""},""geo"":""longitude"":""-94.717800"",""latitude"":""39.069400"",""@type"":""GeoCoordinates""},""@type"":""Place""},""@context"":""http://schema.org"",""hiringOrganization"":""@type"":""Organization"",""name"":""RTI""},""employmentType"":""FULL_TIME"",""@type"":""JobPosting""}"
63,🟡DEDICATED CLASS A 🐶$5K SIGN ON BONUS🐶PETS & RIDERS WELCOME🟡,,$0,https://columbia.craigslist.org/trp/d/englewood-dedicated-class-5k-sign-on/7712669765.html,,2024-01-30 10:45,[]
64,🟡DEDICATED CLASS A 🐶$5K SIGN ON BONUS🐶PETS & RIDERS WELCOME🟡,                       Englewood                   ,$0,https://bham.craigslist.org/trp/d/englewood-dedicated-class-5k-sign-on/7712669577.html,,2024-01-30 09:45,[]
