,jobTitle,jobLink,companyName,companyLocation,Salary,jobMetaData,jobPosting
701,OTR Truck Driver,https://www.indeed.com/rc/clk?jk=e0f2d33a80d6bf54&bb=wfbDrWTw0_sKvZPIFuWKP2_aNPgf44Bv58O_Ae1jF8w64CVsnkKn7ziSk0ToEfX2_B0-PpKvIWA-q04Tz9Bgks02rcVz--VhhQwBK4zEdlA%3D&xkcb=SoCk67M3FT7XT2Q9SB0CbzkdCdPP&fccid=9587c6d4a87a2011&cmp=Highend-Logistics&ti=Truck+Driver&vjs=3,Highend Logistics,"Fort Lauderdale, FL",,"['$8,000 - $10,000 a week', 'Full-time', 'Home time', 'Fuel card']",Active 2 days ago
702,Over the road Class A CDL drivers needed,https://www.indeed.com/rc/clk?jk=b48b59edb81c1863&bb=wfbDrWTw0_sKvZPIFuWKPykHKCsBTGma8fQEX6nSmjHLnlwuwvvvpuRQKhLLy7cWNsd3094-27gmg8HWkf-nNAZkXDNZrV8mLk2xeTW6jXA%3D&xkcb=SoA567M3FT7XT2Q9SB0BbzkdCdPP&fccid=3ce81216e3f5fd18&cmp=Eagle-KMC&ti=Truck+Driver&vjs=3,Eagle KMC,"Tucson, AZ 85713",,"['$8,000 - $10,000 a week', 'Full-time', 'Home time', 'Fuel card']",Active 2 days ago
703,CDL A Drivers jobs in United States,,,,,,
704,CDL Class A Driver,https://www.indeed.com/rc/clk?jk=70363a391000dc39&bb=srROXovID8VwwcCqGiROmUTFq4vplRIqwW5WrQ5oFecsz5L8RTqRVKMDqcCA6dh8Y0-bfWekGeuqrfZfuXaR9JbH-4J4IwEvf31jnYqwcjM%3D&xkcb=SoBH67M3FT7V5QRytZ0LbzkdCdPP&fccid=8da87da5e724eebc&cmp=Norris-%2526-Co.-Logistics&ti=Truck+Driver&vjs=3,Norris & Co. Logistics,"Portland, OR",,"['$285,000 - $350,000 a year', 'Contract']",Today
705,Class A Regional Truck Driver,https://www.indeed.com/rc/clk?jk=db9161b445468b51&bb=srROXovID8VwwcCqGiROmTy99wMS2K8-6GcIByPPteeqLjZjkPZoAmILxim5kaa2CJ7Y3bWSQfa9FWRG8QsQtW1uOi0pAakidYd01MyJOo4%3D&xkcb=SoDz67M3FT7V5QRytZ0KbzkdCdPP&fccid=a37d77643ae81e94&cmp=Jacket-Transport&ti=Truck+Driver&vjs=3,Jacket Transport LLC,"Atlanta, GA",,"['$285,000 - $350,000 a year', 'Contract']",Posted 30+ days ago
706,OTR CDL Class A Driver,https://www.indeed.com/rc/clk?jk=703c3f6c3e24dbab&bb=srROXovID8VwwcCqGiROmZ0jRngyhHFIVYZhUjKtsySdm6bpPQsB7pg1icr2N51DbNqMyVJ77U7j-DLWpsYA3O6Baa9tXsH7Rw8w7VTt8PM%3D&xkcb=SoBu67M3FT7V5QRytZ0JbzkdCdPP&fccid=25ffa8d861568083&cmp=NAVINIX-LLC&ti=Truck+Driver&vjs=3,Navinix LLC,"Washington, DC",,"['$285,000 - $350,000 a year', 'Contract']",Active 2 days ago
707,CDL Class A Truck Drivers - Over the Road,https://www.indeed.com/rc/clk?jk=819e1c57452304af&bb=srROXovID8VwwcCqGiROmUZ_8Jixlis6mbcMmVOkaHzvDrOjQv5s3DqS7SX9Iq4yzw0hWBkLhZ3BlqRkUi6TOtgFbRnEh_6ZPfQhl3hJfVo%3D&xkcb=SoDa67M3FT7V5QRytZ0IbzkdCdPP&fccid=6220ebdb00afd911&vjs=3,RPM EXPEDITE USA,"Fort Worth, TX 76137 (Far North area)",,"['$285,000 - $350,000 a year', 'Contract']",Posted 30+ days ago
708,Fuel Delivery Driver,https://www.indeed.com/rc/clk?jk=e1c6ebccbaaeff8b&bb=srROXovID8VwwcCqGiROmSWeBdUxO0rMHkVcoVNzsYy-gYKVY4aSeUNpTMbVCe-c2Jvo2Y1h7pB5MC5Ko3PitxoO3efEs_PXjL9PSRr0vik%3D&xkcb=SoBU67M3FT7V5QRytZ0PbzkdCdPP&fccid=bf32e166d27f037c&cmp=Selimovich-Transport-Inc---STI&ti=Delivery+Driver&vjs=3,Selimovich Transport Inc - STI,"Commerce City, CO",,"['$285,000 - $350,000 a year', 'Contract']",Active Just posted
709,"Class A/B Driver (East) - Morgantown, WV",https://www.indeed.com/rc/clk?jk=552d91f3365adeb8&bb=srROXovID8VwwcCqGiROmUaqSPkv7gT_0eLERD0-y1xWGhNXY_TznFCF42iwq5Q0CCWLvMIoAnbsLT5_KcH7PaSCy_GHUqnDmph9950REW8%3D&xkcb=SoDg67M3FT7V5QRytZ0ObzkdCdPP&fccid=ec70c74019d8dc86&cmp=Pilot-Thomas-Logistics&ti=Truck+Driver&vjs=3,Pilot Thomas Logistics,"Morgantown, WV",,"['$285,000 - $350,000 a year', 'Contract']",Active 2 days ago
710,Class A OTR Lease Purchase - 0 Down No Credit Check-No Touch Rider & Dog OK,https://www.indeed.com/rc/clk?jk=9d6157c60842934c&bb=srROXovID8VwwcCqGiROmWZjGvcKDCBAl7RJoCo_Qut6b7bK7u9q6SqyeTKtGmCIQQyYNLXPMqPxT3jAJmDsrK5klh6fT22HO3Y6MBTSwcc%3D&xkcb=SoB967M3FT7V5QRytZ0NbzkdCdPP&fccid=4a0ef145060d0017&vjs=3,Boss Transport,"Pine Bluff, AR 71602",,"['$285,000 - $350,000 a year', 'Contract']",Just posted
711,"Part-Time Class A CDL Driver, Trade Shows, Perks!",https://www.indeed.com/rc/clk?jk=104d6e82bbfe37f7&bb=srROXovID8VwwcCqGiROmcTLmc5TSlDV4VhYt-8ZUAk-QTFSoSffvQD7OJ2B21p_BpByPVcjKtSgH2jxel7WBvVbaNlpcK7vtK59wvW2bak%3D&xkcb=SoDJ67M3FT7V5QRytZ0MbzkdCdPP&fccid=ef43cb9b995cd7da&cmp=Mason-%2526-Mefford&ti=Truck+Driver&vjs=3,Mason & Mefford,"Madison, IN",,"['$285,000 - $350,000 a year', 'Contract']",Active 2 days ago
712,Truck Driver Class A OTR,https://www.indeed.com/rc/clk?jk=01120720ad60c0c9&bb=srROXovID8VwwcCqGiROmbt_zN3xHxtLyEvIASqJF7QQ1gGZcAWj2iw0KmohnGr6sqVvT8i1xoFsU2SHBdokAL3GR5_18KLVa13jLalf7mg%3D&xkcb=SoAg67M3FT7V5QRytZ0DbzkdCdPP&fccid=d9c0c63f9ebdfb0c&cmp=Hawk-Transportation-Inc&ti=Truck+Driver&vjs=3,Hawk Transportation Inc,"Fontana, CA 92335",,"['$285,000 - $350,000 a year', 'Contract']",Active 2 days ago
713,Owner Operator / Contractor - CDL A Required,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DCUkH2zOqQMcaqg3OieD89W2LwipKCqHpDD4azQWVBgQGo2FH5YX8Z9BZ7uHuFUMOU5jHMM_9WsRIS8CuFrvTFYe1_k0j5HtmlstjpGmzcnSsRq0slz_paju9A5YZdqBW1mPSXWzIZhF5mdBtBsJkNgbWlKVbb8VP9diCiT_UPzkfg759Py0mfhSfIs3BZPKIY7PKwfoTuSKXaulmY-NFXMyZeW8fp_zkFPopr_NKiolNjLSwNjhX6iFGPlg5qqXOmwpzP-Vm8KMm3R8MRCAiUH6bbiC98YUVzLz_8Aj-Ti8FQdnVlfI6USNdopdAht5OqHaCz4MmLlH1mW67NTLrHZFn8inRNxFzy2IqdSHOHqde2l4Hk4FvjDW6gzxdD9R5SNJHPb4PbEFbP1sj0vRRJ-ll7N-7WWWNN5DD7teTn9C9pV0wXeuSVSBYnjLlOymb9JO-qVrdPwguHukK-uL3EjNuz-TY3HkkllHe9AR_hOGYI127W4cufUFPhP2_ho8e0Jt0d-756Q4kMNn18yWyf7DSrSVyodS9x8VKLuLNwlZzl9wcSOfruPStO3oVo6UvlVOtD79Li7-1Fap4X6joaMY73XEeTdfEA-z7O37Pi2OTcMy0bRwHFj6QNDnQHNkOxOkZwrF7UL-BxlorgoaYE0iM4bT7HXTs=&xkcb=SoBg6_M3FT7V5QRytZ0CbzkdCdPP&p=9&fvj=1&vjs=3,Jovic Inc.,Illinois,"$285,000 - $350,000 a year","['$285,000 - $350,000 a year', 'Contract']",Active 2 days ago
714,OTR Truck Driver,https://www.indeed.com/rc/clk?jk=e5c5151bff4ec88f&bb=srROXovID8VwwcCqGiROmSWeBdUxO0rMERhauzpdhBRlwB6GFPafE96MEtMGo2IENKc6T3gLAAHGDUmFPQXn2mXJCflMbaIPn5uWC9F4Egc%3D&xkcb=SoAJ67M3FT7V5QRytZ0BbzkdCdPP&fccid=ff62c10395124643&vjs=3,V & S Midwest Carriers,"Kaukauna, WI 54130",,"['$285,000 - $350,000 a year', 'Contract']",Posted 30+ days ago
715,CDL Driver Class A,https://www.indeed.com/rc/clk?jk=e6a142b1d2579c94&bb=srROXovID8VwwcCqGiROmaQGDPnZhpQqA6_g13dzVFn5Tv2TRhBD_BAqcaTIP3XQGD6ffsTPPYZpayn_Oy-o-tiPZNTGOpN0wLamNP99C5Y%3D&xkcb=SoC967M3FT7V5QRytZ0AbzkdCdPP&fccid=b75d7079dc8de28b&cmp=Beverly-Transport-and-Livestock-LLC&ti=Truck+Driver&vjs=3,Beverly Transport and Livestock LLC,"Eight Mile, AL",,"['$285,000 - $350,000 a year', 'Contract']",Active 2 days ago
716,"CDL B Driver - Bedford, PA",https://www.indeed.com/rc/clk?jk=256b72d6840bbcf1&bb=srROXovID8VwwcCqGiROmV11bGaurQjALhK5nFMNt2AVpPMvG7QmSOj8ILsVWciWvFiyWXkvn6jkVCOpBKwWgFMtxv5xCIQLvvP6vtBxQtg%3D&xkcb=SoAz67M3FT7V5QRytZ0HbzkdCdPP&fccid=e2060ea80ddcda24&vjs=3,Curtze Food Service,"Bedford, PA 15522",,"['$285,000 - $350,000 a year', 'Contract']",Active 2 days ago
717,Low Boy Driver,https://www.indeed.com/rc/clk?jk=8976cb768b0dc8c8&bb=srROXovID8VwwcCqGiROmZ7SvrjUozMpJyfpHySFytTALGqWJVMRHI6FBIltTYewTyEiBdMIDpJs2qKRIsVyP0ned-xBMzgofNaGkt8RtlM%3D&xkcb=SoCH67M3FT7V5QRytZ0GbzkdCdPP&fccid=2e86007c15cc3325&cmp=Work-Designs&ti=Driver&vjs=3,"Tanner Services, LLC","Eunice, LA 70535",,"['$285,000 - $350,000 a year', 'Contract']",Posted 1 day ago
718,OTR Truck Driver Class A,https://www.indeed.com/rc/clk?jk=41f723bf465217f0&bb=srROXovID8VwwcCqGiROmd-oNuEeNXV44tu6GRdekc0oIM5yN-iT4G8-bI7Em3HLoHG--i8motDTud3o4NwU_6YqVg5YWG5rq-0Qn9AUZ0k%3D&xkcb=SoAa67M3FT7V5QRytZ0FbzkdCdPP&fccid=98e93e485867ba46&cmp=New-Day-Transportation&ti=Truck+Driver&vjs=3,New Day Transportation,"Nashville, TN",,"['$285,000 - $350,000 a year', 'Contract']",Active 9 days ago
719,CDL A Drivers jobs in United States,,,,,,
720,Heavy Haul Truck Driver,https://www.indeed.com/rc/clk?jk=c7ca6ae62634aad1&bb=ArYWFeUGgMMf-4EjflVh6I_cIduoO21qzvyjy3Bzq8CBOrB0TGM4xRDZZpZ-2mMwJIes2wJdEfxszxa3M-0MTgwaD22t_8AfG642iscvGPc%3D&xkcb=SoC667M3FT7Ut3AJWz0LbzkdCdPP&fccid=527d6720f3ffa272&cmp=Diesel-Grinding-Services&ti=Truck+Driver&vjs=3,Diesel Grinding Services,South Carolina,,[],Active 5 days ago
721,OTR ONLY Reefer Hazmat Driver,https://www.indeed.com/rc/clk?jk=ce8baabb4376b240&bb=ArYWFeUGgMMf-4EjflVh6KbXgoo4XRymtBoPopwFxB5a2EGiswDTCMYQKS7XQrEjOwxiwIPIJN2jGPtLgWHT8OxObTelADq7t2CEIB5IHHU%3D&xkcb=SoAO67M3FT7Ut3AJWz0KbzkdCdPP&fccid=89b875c91445d25d&cmp=Carpathian-Way-Inc&ti=Otr&vjs=3,Carpathian Way Inc,"Dallas, TX",,[],Active 2 days ago
722,Transport Driver,https://www.indeed.com/rc/clk?jk=f78513446ffe69ef&bb=ArYWFeUGgMMf-4EjflVh6AR4Plr6OFIbmCUp0hRcAhlbiJjRq5d7STXmxf6ugggkeV7yDHgBEheSZd5i2i6qUHWaHttOTfSKvwsor3h4qhw%3D&xkcb=SoCT67M3FT7Ut3AJWz0JbzkdCdPP&fccid=e0462dcb898d1448&vjs=3,BlueTriton Brands,"Los Angeles, CA",,[],Posted 30+ days ago
723,Class A Dedicated Regional Paid Hourly-Comes to 1750-2488/WK- Home Weekly,https://www.indeed.com/rc/clk?jk=472fbdca0ed2a8ee&bb=ArYWFeUGgMMf-4EjflVh6CF9xuOoRKd7VcuZH3OZqF-v0ZTzl6hVe-dfG8pyCJ6J6O9K7UOxzKBWscCoDfES5VOvOs9chdTWFhVlVZQY7X0%3D&xkcb=SoAn67M3FT7Ut3AJWz0IbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,BTR Transportation,"Helena, MT 59601",,[],Posted 1 day ago
724,Truck Driver (OTR),https://www.indeed.com/rc/clk?jk=4053144cacc6753c&bb=ArYWFeUGgMMf-4EjflVh6EnLB9iL1ERL3aRa7nOJqCsIgUeqiq_nSIbv691OSWVDXktALpvo1H_6eQDjbFMwyhj_UmalnZ6iLdGOEVEuGgk%3D&xkcb=SoCp67M3FT7Ut3AJWz0PbzkdCdPP&fccid=ba946e48c64d05a5&cmp=Barstow-Transportation-LLC&ti=Truck+Driver&vjs=3,Barstow Transportation LLC,"Belle Glade, FL",,[],Active 3 days ago
725,Private Fleet CDL Class A Driver,https://www.indeed.com/rc/clk?jk=4b26244c764b92c2&bb=ArYWFeUGgMMf-4EjflVh6IxKrBM6081UgMog-NSPvGTTEUdTGDgHSmjlklGFlDO9X2_88Uyy6RdeRf76SWOfCoH6JluCZDZm9NzqTk19AFI%3D&xkcb=SoAd67M3FT7Ut3AJWz0ObzkdCdPP&fccid=35310b2c5c51b5f4&vjs=3,Union Supply Group Inc,"Groveport, OH 43125",,[],Posted 30+ days ago
726,OTR Truck Driver Trainee,https://www.indeed.com/rc/clk?jk=62607f9089a6249c&bb=ArYWFeUGgMMf-4EjflVh6Aoo3sR1_D6WQGFQUdHFXMv_jIhw-0DpwGRqNOXDuJ5Q7UVRoj2EoVH2stntf4lXRgNVTyIgniX73Ks698m0cNM%3D&xkcb=SoCA67M3FT7Ut3AJWz0NbzkdCdPP&fccid=cc37a391b0cd7281&cmp=Marsa-Transportation%2C-Inc.&ti=Truck+Driver&vjs=3,"Marsa Transportation, Inc.","Bloomington, CA",,[],Active 2 days ago
727,OTR & Regional class A amazon contract solo & team drivers,https://www.indeed.com/rc/clk?jk=7a7d736bee1db2d8&bb=ArYWFeUGgMMf-4EjflVh6E7X0YTxBz42B2Mp79-qsRAA_M8bizlr2N1XRKWsIaU39mx7drC-EvlnKymsdpX6372TUDxhlpQ0DUNrav4z6Mk%3D&xkcb=SoA067M3FT7Ut3AJWz0MbzkdCdPP&fccid=11ea545c96b67bf1&cmp=williamsons-Transportation-LLC&ti=Solo+Driver&vjs=3,Williamsons Transportation LLC,"Tampa, FL",,[],Active 10 days ago
728,CDL A Truck Driver DROPNHOOK SOUTHERN Regional and OTR $80-$130K SOLO-TEAMS,https://www.indeed.com/rc/clk?jk=a2ecdc1f47fe9cc0&bb=ArYWFeUGgMMf-4EjflVh6JSiIMNRtioGAAwwfWpoMifexgr1owWwTTjhcR62IzUw3_QrD8FcdAXLnNmRiGDKEI9uJ6YFuCxGQDqN3fUEG5Y%3D&xkcb=SoDd67M3FT7Ut3AJWz0DbzkdCdPP&fccid=e9e753da9708ba4e&cmp=Optimum-Logistics&ti=Truck+Driver&vjs=3,Optimum Logistics,"Dallas-Fort Worth, TX",,[],Active 6 days ago
729,OTR Truck Driver Class A,https://www.indeed.com/rc/clk?jk=d2a8edc320865c5e&bb=ArYWFeUGgMMf-4EjflVh6CfYKLgzEBaWcQKArAJ1wcP9IG-O_5naO9ECBBVg78XZaXvCXt1-4sJkJ_kVmr_WpB-nP1J_jPwDEOAAI-d4a7c%3D&xkcb=SoBp67M3FT7Ut3AJWz0CbzkdCdPP&fccid=ad853f8b44d40efc&cmp=Elite-Bros-Trucking-LLC&ti=Truck+Driver&vjs=3,Elite Bros Trucking LLC,"Edwardsville, IL",,[],Active 3 days ago
730,OTR Truck Driver (Over the Road Box Truck Driver),https://www.indeed.com/rc/clk?jk=cba472355773bfbb&bb=ArYWFeUGgMMf-4EjflVh6KJkzYAnu4-B5MZ12o086F5JHhgLs_xssMvUFqeTTN7pVehMdnrOpjmlk490MniEcrwFJYyuPiDeFQ6q8hxnv5w%3D&xkcb=SoD067M3FT7Ut3AJWz0BbzkdCdPP&fccid=1d525ee1575d50e5&cmp=Green-Gator-Trucking-LLC.&ti=Over+the+Road+Truck+Driver&vjs=3,Green Gator Trucking LLC.,"Chicago, IL",,[],Active 4 days ago
731,Class A CDL - OTR & Regional Drivers: Full-Time,https://www.indeed.com/rc/clk?jk=9ee3be101095a4e3&bb=ArYWFeUGgMMf-4EjflVh6H8ynizzPFSwGIVbxjLBLB0Iuf0Cd9MOwmxWl5klriXAnvRAkxa0lLIRX9iOKYp70ln2ZnSI4va59l9q20O-was%3D&xkcb=SoBA67M3FT7Ut3AJWz0AbzkdCdPP&fccid=4c52c4fda2a413e9&vjs=3,Awesome Refrigerated Transit of Iowa (ARTI),"Kalona, IA 52247",,[],Posted 30+ days ago
732,CDL A or B - New Vehicle Delivery Driver,https://www.indeed.com/rc/clk?jk=520885792da3cefe&bb=ArYWFeUGgMMf-4EjflVh6BQrJE_fuofV0PMDVejOjwmG9PLBbAGVKtgYpCaYGmXpbhr0IR-u9UIlUAh3bm4Nl3a3HbfN79QiErVfxNVUBwM%3D&xkcb=SoDO67M3FT7Ut3AJWz0HbzkdCdPP&fccid=28871a2dda2df201&cmp=Holman&ti=Delivery+Driver&vjs=3,Holman,"Roanoke, IN",,[],Active 2 days ago
733,"CDL-A DRIVER LOCAL - Pittston,PA-$26.00 per hour,OT after 40",https://www.indeed.com/rc/clk?jk=3695d4a92ebe20dc&bb=ArYWFeUGgMMf-4EjflVh6KbXgoo4XRymUpalKj3ovIsNSmhTGNPdeiRIdULA5ceeo_knl1awRcgwFTH7HsUzcxViJk78DfSR83it8djDXNs%3D&xkcb=SoB667M3FT7Ut3AJWz0GbzkdCdPP&fccid=9369b1da2cd973b6&vjs=3,"Berry Global, Inc","Rochester Hills, MI 48307",,[],Posted 30+ days ago
734,Truck Driver (OTR) Class A,https://www.indeed.com/rc/clk?jk=7be7ca68a7c77b20&bb=ArYWFeUGgMMf-4EjflVh6P0L8Gxly_WR5y3xzkF8YurVIt4QEV7UCTjoqlgUDdFCfSYqrAjdyUPPsf3DqAbtGOz0dFcieMst04HDKDnOuU4%3D&xkcb=SoDn67M3FT7Ut3AJWz0FbzkdCdPP&fccid=f51e7e0ca0fcc1b6&cmp=Pb07logistics&ti=Truck+Driver&vjs=3,Pb07logistics,"Fontana, CA 92337",,[],Active 3 days ago
735,CDL A Drivers jobs in United States,,,,,,
736,OTR Truck Driver (Over the Road Box Truck Driver),https://www.indeed.com/rc/clk?jk=cba472355773bfbb&bb=Y1Ae_828k53YbyQAMZseKV7v3ldlU0QxPgHXz2iOnBZMAxTc2pS2RQceeEeAN04xyHSzY4tismPHXWwl9RU2-V2yn2QX9dKS6T0EnqKtdzs%3D&xkcb=SoAO67M3FT7SoOS-EB0LbzkdCdPP&fccid=1d525ee1575d50e5&cmp=Green-Gator-Trucking-LLC.&ti=Over+the+Road+Truck+Driver&vjs=3,Green Gator Trucking LLC.,"Chicago, IL",,"['Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off']",Active 4 days ago
737,Class A CDL - OTR & Regional Drivers: Full-Time,https://www.indeed.com/rc/clk?jk=9ee3be101095a4e3&bb=Y1Ae_828k53YbyQAMZseKYkPSDlCYhZJNJV3_i77xEX4UAN1H2ALk8Y4xrIJEmt41a8OCBrf7AdLKCWpQsx7WnEghes4ODLgl5fshP411bI%3D&xkcb=SoC667M3FT7SoOS-EB0KbzkdCdPP&fccid=4c52c4fda2a413e9&vjs=3,Awesome Refrigerated Transit of Iowa (ARTI),"Kalona, IA 52247",,"['Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off']",Posted 30+ days ago
738,CDL A or B - New Vehicle Delivery Driver,https://www.indeed.com/rc/clk?jk=520885792da3cefe&bb=Y1Ae_828k53YbyQAMZseKU7Dqq2ZEAGKy_4WXaocSxmxkArDw1VpL_DF13moZFvGer2L3Q6BJbeNqqLLvV-wWk64_UVUeUmOKLyFBKgN5TI%3D&xkcb=SoAn67M3FT7SoOS-EB0JbzkdCdPP&fccid=28871a2dda2df201&cmp=Holman&ti=Delivery+Driver&vjs=3,Holman,"Roanoke, IN",,"['Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off']",Active 2 days ago
739,"CDL-A DRIVER LOCAL - Pittston,PA-$26.00 per hour,OT after 40",https://www.indeed.com/rc/clk?jk=3695d4a92ebe20dc&bb=Y1Ae_828k53YbyQAMZseKVNjbxorHfMG1YDsWjcjAwrLNRcPOPrx9X9BillGNFJCpqZ7x1KMksxTPWL6YtI2GSGDB1PFwB1RpCWS-yaoo3k%3D&xkcb=SoCT67M3FT7SoOS-EB0IbzkdCdPP&fccid=9369b1da2cd973b6&vjs=3,"Berry Global, Inc","Rochester Hills, MI 48307",,"['Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off']",Posted 30+ days ago
740,Truck Driver (OTR) Class A,https://www.indeed.com/rc/clk?jk=7be7ca68a7c77b20&bb=Y1Ae_828k53YbyQAMZseKYsVwX185SIjtCtnyayfLi2sD2Xdqj7GS9J62qVIKjJByFEB-6_ldNykw1BB9DHyXbDTySCmvVRh_BCMpcLLXKY%3D&xkcb=SoAd67M3FT7SoOS-EB0PbzkdCdPP&fccid=f51e7e0ca0fcc1b6&cmp=Pb07logistics&ti=Truck+Driver&vjs=3,Pb07logistics,"Fontana, CA 92337",,"['Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off']",Active 3 days ago
741,CDL Class A Truck Driver - FedEx Ground - Teams - OTR,https://www.indeed.com/rc/clk?jk=ed0ea0518f5b74e9&bb=Y1Ae_828k53YbyQAMZseKQiYr1bYr50IEU-x725eDaYwISgqpFOyokDnQonD8X48uZ_H26-6c-egVEDWY3sLaTy6Jw8FmnsRyt_EkYgeFbU%3D&xkcb=SoCp67M3FT7SoOS-EB0ObzkdCdPP&fccid=c9e7fd216f2fb5ba&cmp=Rainey-Day-Trucking%2C-Inc.&ti=Truck+Driver&vjs=3,"Rainey Day Trucking, Inc.","Troutdale, OR",,"['Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off']",Posted 30+ days ago
742,CDL-A OTR Truck Driver,https://www.indeed.com/rc/clk?jk=fcb6c45f4391a7ff&bb=Y1Ae_828k53YbyQAMZseKZh9z3QyJAJZtfSUxEuGGSulnp7jBWZEzPevbvYN8sTTJkq7RtSImH5oSbzAJsUVuJjM8_RzhgeymzvlB-gHFzo%3D&xkcb=SoA067M3FT7SoOS-EB0NbzkdCdPP&fccid=f51e7e0ca0fcc1b6&cmp=Pb07logistics&ti=Truck+Driver&vjs=3,Pb07logistics,"Fontana, CA 92337",,"['Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off']",Active 10 days ago
743,Driver Trainee,https://www.indeed.com/rc/clk?jk=7519ccddddd10ab7&bb=Y1Ae_828k53YbyQAMZseKQENsINC1XcHkvXzEzXwOneSmdig3nQFWR0ERivJjrTJ4RqbitxsqsHcRljbXVuIdv7C6SSzaIPnWJ5uQWGOijg%3D&xkcb=SoCA67M3FT7SoOS-EB0MbzkdCdPP&fccid=47103fa2ccd66f51&vjs=3,Super T Transport,"Idaho Falls, ID 83401",,"['Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off']",Posted 30+ days ago
744,Fuel Driver-Springfield/Lebanon,https://www.indeed.com/rc/clk?jk=9d763544f747c7ab&bb=Y1Ae_828k53YbyQAMZseKWeUlJUrDLutB_wy9GKW_fhX9vcu9R1m2Tw11762UtNj5P3jyV2oUxOzo2gOBHjlX38wfiiggjCMBI4WNBG2XF4%3D&xkcb=SoBp67M3FT7SoOS-EB0DbzkdCdPP&fccid=ab1dca05ac95b153&cmp=Gier-Oil-Company%2C-Inc.&ti=Truck+Driver&vjs=3,Eagle Stop,"Springfield, MO",,"['Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off']",Active 2 days ago
745,Overnight Fuel Driver - CDL A,https://www.indeed.com/rc/clk?jk=a33f6dc82d9faae7&bb=Y1Ae_828k53YbyQAMZseKXFVhujeNOLhKGv4yXlI9FKE5Pjbvwi2ctK86DFJQS9alqBkgB5KNMkif2fGaRlmRUHR2_Erg7bAkkwLoDR7jyc%3D&xkcb=SoDd67M3FT7SoOS-EB0CbzkdCdPP&fccid=be614b1af95d36a0&cmp=Offen-Petroleum&ti=Truck+Driver&vjs=3,Offen Petroleum,"Reno, NV",,"['Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off']",Active 3 days ago
746,OTR TEAM DRIVERS FEDEX CUSTOM CRITICAL,https://www.indeed.com/rc/clk?jk=f85e395e1c7bd061&bb=Y1Ae_828k53YbyQAMZseKUred8cIMnt69W8hcEc3cGW21-9JHKtGRVnPdkQ5ymv-np2t0F8JVIhllTqGjNxsiN8Yh47hvzaQ91K965uGNY4%3D&xkcb=SoBA67M3FT7SoOS-EB0BbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,LMB Distributors,"Stone Mtn, GA 30083",,"['Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off']",Posted 19 days ago
747,CDL Class A Driver,https://www.indeed.com/rc/clk?jk=67993505dbcde25d&bb=Y1Ae_828k53YbyQAMZseKfgY1pPJ5ucaDP9rRIzK8mO9GouJX8DF8fUjcbysI6f8Ia5daTQYfapZnLSozEsI2gwodaNdIQ5BQy8iETyUElQ%3D&xkcb=SoD067M3FT7SoOS-EB0AbzkdCdPP&fccid=e1bc315db7acd093&cmp=SemiFleet-INC&ti=Truck+Driver&vjs=3,SemiFleet Inc,"Philadelphia, PA",,"['Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off']",Active 3 days ago
